A  	Element	Z  	N  	Par. Elevel	Unc. 	JPi       	Dec Mode	T1/2 (txt)    	T1/2 (num)        	Daughter	Radiation	Rad subtype 	Rad Ene.  	Unc       	EP Ene.   	Unc       	Rad Int.  	Unc       	Dose        	Unc       
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	1045.0   	10 	       	   	0.20      	7   	0.0021     	7  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	1045.5   	10 	       	   	0.45      	5   	0.0047     	6  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	1066.3   	4  	       	   	0.21      	4   	0.0023     	4  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	1074.0   	10 	       	   	0.042     	16  	4.6E-4     	18 
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	1087.6   	3  	       	   	2.4       	3   	0.026      	4  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	1090.3   	10 	       	   	0.6       	3   	0.007      	3  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	1121.1   	4  	       	   	0.13      	3   	0.0015     	3  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	1121.1   	4  	       	   	0.13      	3   	0.0015     	3  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	1131.7   	3  	       	   	0.22      	4   	0.0025     	4  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	1136.8   	3  	       	   	0.36      	5   	0.0041     	5  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	1145.0   	3  	       	   	0.21      	4   	0.0024     	4  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	1200.6   	2  	       	   	9.4       	13  	0.113      	16 
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	1208.7   	10 	       	   	0.40      	10  	0.0049     	12 
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	1219.2   	3  	       	   	1.05      	14  	0.0128     	17 
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	1232.6   	3  	       	   	0.20      	4   	0.0025     	5  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	1244.0   	3  	       	   	0.31      	5   	0.0038     	6  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	1273.1   	4  	       	   	0.35      	5   	0.0045     	7  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	1312.2   	2  	       	   	4.6       	6   	0.061      	8  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	1363.9   	4  	       	   	0.31      	5   	0.0042     	7  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	1398.0   	6  	       	   	0.076     	22  	0.0011     	3  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	1416.8   	10 	       	   	0.32      	14  	0.0045     	20 
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	1420.6   	3  	       	   	7.7       	11  	0.110      	16 
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	1435.4   	3  	       	   	3.4       	5   	0.049      	8  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	1447.0   	3  	       	   	4.1       	6   	0.060      	8  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	1475.0   	10 	       	   	0.21      	11  	0.0031     	16 
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	1476.5   	10 	       	   	0.23      	11  	0.0034     	16 
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	1487.5   	5  	       	   	0.33      	15  	0.0049     	23 
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	1489.6   	3  	       	   	2.6       	4   	0.038      	6  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	1515.0   	4  	       	   	0.20      	4   	0.0031     	6  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	1548.4   	3  	       	   	0.106     	23  	0.0016     	4  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	1559.0   	3  	       	   	0.89      	13  	0.0139     	20 
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	1593.6   	2  	       	   	2.1       	3   	0.033      	5  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	1595.6   	10 	       	   	0.34      	11  	0.0054     	18 
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	1612.5   	3  	       	   	0.93      	10  	0.0150     	16 
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	1636.8   	4  	       	   	0.25      	5   	0.0042     	8  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	1643.5   	4  	       	   	0.31      	5   	0.0051     	8  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	1659.1   	3  	       	   	1.64      	22  	0.027      	4  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	1682.5   	15 	       	   	0.049     	22  	8.E-4      	4  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	1697.3   	10 	       	   	0.21      	4   	0.0036     	6  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	1720.8   	3  	       	   	2.7       	4   	0.046      	6  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	1734.0   	5  	       	   	0.091     	23  	0.0016     	4  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	1758.6   	6  	       	   	0.43      	8   	0.0076     	13 
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	1765.8   	3  	       	   	0.95      	13  	0.0168     	23 
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	1797.4   	3  	       	   	0.49      	8   	0.0088     	14 
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	1832.6   	3  	       	   	4.1       	6   	0.076      	11 
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	1856.0   	10 	       	   	0.47      	11  	0.0087     	21 
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	1859.0   	10 	       	   	0.75      	13  	0.0140     	24 
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	1875.3   	3  	       	   	0.65      	9   	0.0121     	17 
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	1884.5   	10 	       	   	0.053     	22  	1.0E-3     	4  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	1899.3   	3  	       	   	2.2       	3   	0.041      	6  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	1908.5   	4  	       	   	0.138     	25  	0.0026     	5  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	1925.3   	5  	       	   	0.069     	17  	0.0013     	3  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	1949.1   	5  	       	   	0.117     	24  	0.0023     	5  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	2040.2   	2  	       	   	8.2       	11  	0.167      	23 
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	2053.7   	3  	       	   	0.17      	3   	0.0035     	5  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	2074.3   	3  	       	   	0.56      	8   	0.0117     	17 
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	2109.9   	5  	       	   	0.095     	23  	0.0020     	5  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	2152.6   	3  	       	   	0.51      	7   	0.0110     	15 
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	2168.7   	5  	       	   	0.15      	3   	0.0032     	6  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	2177.7   	8  	       	   	0.053     	22  	0.0012     	5  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	2190.5   	3  	       	   	2.6       	4   	0.057      	8  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	2209.2   	4  	       	   	0.40      	6   	0.0089     	13 
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	2232.5   	8  	       	   	0.064     	22  	0.0014     	5  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	2267.0   	15 	       	   	0.028     	11  	6.2E-4     	25 
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	2283.0   	10 	       	   	0.48      	12  	0.011      	3  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	2287.5   	10 	       	   	0.42      	11  	0.010      	3  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	2319.5   	5  	       	   	0.15      	3   	0.0035     	6  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	2319.5   	5  	       	   	0.15      	3   	0.0035     	6  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	2370.9   	3  	       	   	0.52      	7   	0.0123     	17 
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	2404.5   	15 	       	   	0.014     	6   	3.3E-4     	16 
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	2413.7   	3  	       	   	0.33      	4   	0.0079     	11 
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	2423.7   	3  	       	   	0.21      	4   	0.0051     	9  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	2433.8   	5  	       	   	0.081     	18  	0.0020     	4  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	2449.9   	8  	       	   	0.050     	12  	0.0012     	3  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	2457.0   	8  	       	   	0.063     	12  	0.0015     	3  
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	2465.4   	3  	       	   	0.60      	9   	0.0149     	21 
198	TL     	81	117	0.0        	    	2-        	EC      	5.3 H 5       	19080             	198HG   	G        	           	2486.2   	3  	       	   	1.09      	15  	0.027      	4  
